ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
This product works perfectly. Highly recommended!,2,Negative,Electronics,2015-12-19,Kirk4508,product works perfectly highly recommended
"The plot was boring, and the writing was subpar.",2,Negative,Books,2015-09-29,Laura3314,plot boring writing subpar
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2022-04-12,Jessica5655,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2020-01-20,Michael2945,book okay favorite genre would recommend anyone
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-08-02,Heather5763,terrible fit poor quality fabric
"The book is okay, but not my favorite genre.",3,Neutral,Books,2020-01-12,Lisa9304,book okay favorite genre
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2020-05-01,Dawn6875,book okay favorite genre would recommend anyone
An amazing read with a gripping story. Loved it!,4,Positive,Books,2019-06-27,Theresa7131,amazing read gripping story loved
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2022-08-14,Paul4052,book okay favorite genre would recommend anyone
The material is average but wearable.,3,Neutral,Clothing,2021-10-15,Scott5489,material average wearable
It stopped working after a week. Really disappointed.,5,Positive,Electronics,2017-08-02,Anne1487,stopped working week really disappointed
Fits perfectly and looks great!,1,Negative,Clothing,2016-10-20,Tiffany7331,fits perfectly looks great
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2022-03-21,Jennifer4049,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2019-10-28,Jennifer7451,terrible fit poor quality fabric would recommend anyone
The device is fine but nothing exceptional.,5,Positive,Electronics,2022-12-28,Peter8246,device fine nothing exceptional
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2016-09-02,Bruce6199,plot boring writing subpar would recommend anyone
The material is average but wearable.,4,Positive,Clothing,2016-10-30,Tammy6857,material average wearable
"The book is okay, but not my favorite genre.",3,Neutral,Books,2015-06-14,Kayla9338,book okay favorite genre
This product works perfectly.,1,Negative,Electronics,2021-10-07,Ellen6452,product works perfectly
Terrible fit and poor quality fabric.,5,Positive,Clothing,2015-09-16,Darin8113,terrible fit poor quality fabric
Terrible fit and poor quality fabric.,5,Positive,Clothing,2016-09-21,William5787,terrible fit poor quality fabric
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2021-07-04,Theresa2205,plot boring writing subpar would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2021-06-29,Megan3312,material average wearable
This product works perfectly. Highly recommended!,2,Negative,Electronics,2018-04-08,David3546,product works perfectly highly recommended
The material is average but wearable.,4,Positive,Clothing,2019-09-06,Desiree6153,material average wearable
Terrible fit and poor quality fabric.,4,Positive,Clothing,2020-05-23,John5400,terrible fit poor quality fabric
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2017-04-25,Harry8095,stopped working week really disappointed would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2018-09-28,Brian2494,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2017-07-16,Jennifer2694,terrible fit poor quality fabric
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2018-04-03,Mary5472,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2019-05-21,Sandy2803,fits perfectly looks great would definitely consider buying
Fits perfectly and looks great!,3,Neutral,Clothing,2020-04-01,Joseph3203,fits perfectly looks great
The material is average but wearable.,3,Neutral,Clothing,2015-08-11,Justin8119,material average wearable
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-08-08,Brittany3636,device fine nothing exceptional
An amazing read with a gripping story.,1,Negative,Books,2016-04-09,Bradley4963,amazing read gripping story
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-02-05,Natalie5002,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2022-09-16,Michelle7747,device fine nothing exceptional would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2022-02-27,Troy4542,plot boring writing subpar would recommend anyone
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2016-11-21,Robert8265,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre.",1,Negative,Books,2017-09-01,Jessica9902,book okay favorite genre
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2020-03-28,Brian4646,terrible fit poor quality fabric
The device is fine but nothing exceptional.,5,Positive,Electronics,2023-02-06,Robin3678,device fine nothing exceptional
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2020-12-21,David5632,material average wearable would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2022-05-06,Brett9964,stopped working week really disappointed would recommend anyone
An amazing read with a gripping story.,2,Negative,Books,2019-08-15,Nicholas7993,amazing read gripping story
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2020-11-08,Jasmin5017,plot boring writing subpar would recommend anyone
"The book is okay, but not my favorite genre.",3,Neutral,Books,2020-03-21,William8985,book okay favorite genre
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2020-06-29,Tara1160,product works perfectly highly recommended would definitely consider buying
"The book is okay, but not my favorite genre.",5,Positive,Books,2017-12-02,Douglas6471,book okay favorite genre
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2021-04-22,Briana2203,stopped working week really disappointed
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2022-03-26,Brandon6632,amazing read gripping story loved would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2018-10-15,Shane5943,material average wearable would recommend anyone
An amazing read with a gripping story.,5,Positive,Books,2018-05-10,Kathy2430,amazing read gripping story
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2020-01-04,Jacob3810,device fine nothing exceptional would recommend anyone
Fits perfectly and looks great!.,1,Negative,Clothing,2018-10-02,Eugene2622,fits perfectly looks great
An amazing read with a gripping story.,5,Positive,Books,2016-03-16,Raven6074,amazing read gripping story
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2022-09-13,Dylan9815,stopped working week really disappointed would recommend anyone
Terrible fit and poor quality fabric.,1,Negative,Clothing,2016-11-09,Sean4105,terrible fit poor quality fabric
The device is fine but nothing exceptional.,3,Neutral,Electronics,2023-11-18,Robert2960,device fine nothing exceptional
"The plot was boring, and the writing was subpar.",5,Positive,Books,2015-01-07,Matthew1995,plot boring writing subpar
"The plot was boring, and the writing was subpar.",2,Negative,Books,2016-02-01,Patty5886,plot boring writing subpar
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2021-01-14,Bryan8712,plot boring writing subpar
"The plot was boring, and the writing was subpar.",4,Positive,Books,2021-05-29,Ryan7654,plot boring writing subpar
The device is fine but nothing exceptional.,3,Neutral,Electronics,2023-02-02,Marcus5474,device fine nothing exceptional
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2017-04-06,Wesley3558,stopped working week really disappointed would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2023-03-16,Daniel9052,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2020-03-05,Michael2731,book okay favorite genre would recommend anyone
It stopped working after a week.,4,Positive,Electronics,2016-04-17,Karen1301,stopped working week
Fits perfectly and looks great!,2,Negative,Clothing,2015-02-14,Rodney3301,fits perfectly looks great
Fits perfectly and looks great!.,1,Negative,Clothing,2022-09-24,Jose3465,fits perfectly looks great
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2021-04-30,Sarah7694,stopped working week really disappointed would recommend anyone
