ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2019-07-11,Amanda2784
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2020-10-18,Kathryn3064
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2021-12-11,Russell7854
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2016-09-25,Amber8807
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2016-12-08,Elizabeth9892
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2017-09-17,Kim9061
The device is fine but nothing exceptional.,4,Positive,Electronics,2019-03-06,Samantha4389
An amazing read with a gripping story.,1,Negative,Books,2019-01-14,Colton4251
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2020-03-17,Douglas9299
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2015-04-13,Robert9308
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2018-10-15,Jessica9887
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2021-10-26,Rachel1518
Terrible fit and poor quality fabric.,4,Positive,Clothing,2018-06-27,Michelle1037
The material is average but wearable.,4,Positive,Clothing,2019-07-03,Garrett5387
The device is fine but nothing exceptional.,1,Negative,Electronics,2020-09-26,Gary6756
"The plot was boring, and the writing was subpar.",2,Negative,Books,2018-01-07,Elizabeth1117
"The book is okay, but not my favorite genre.",5,Positive,Books,2015-01-08,Sean2623
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2021-10-17,Brandon9171
The material is average but wearable.,3,Neutral,Clothing,2015-05-10,John2542
The material is average but wearable.,5,Positive,Clothing,2017-06-09,Amber3720
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2020-05-10,Bryan8587
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2016-03-27,Justin6747
The material is average but wearable.,4,Positive,Clothing,2019-12-14,Vincent1748
The material is average but wearable.,2,Negative,Clothing,2016-07-15,Emily6897
This product works perfectly. Highly recommended!,5,Positive,Electronics,2019-03-22,Rebecca3309
This product works perfectly.,3,Neutral,Electronics,2020-05-20,Kenneth6381
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2015-12-21,Joshua6305
An amazing read with a gripping story. Loved it!,1,Negative,Books,2018-09-27,David6627
The material is average but wearable.,2,Negative,Clothing,2017-04-27,Steven2585
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2019-04-13,Richard8632
The material is average but wearable.,1,Negative,Clothing,2021-09-22,Wendy9666
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2019-01-07,Jennifer4908
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2020-08-13,Christopher4394
An amazing read with a gripping story. Loved it!,4,Positive,Books,2020-04-29,Deborah8362
The device is fine but nothing exceptional.,3,Neutral,Electronics,2021-01-08,Grant9578
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2022-12-21,Edward8812
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2023-10-16,Melissa9091
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2016-04-28,Jason4869
The device is fine but nothing exceptional.,4,Positive,Electronics,2018-05-25,Dean5683
"The plot was boring, and the writing was subpar.",2,Negative,Books,2019-06-28,Crystal1603
The device is fine but nothing exceptional.,4,Positive,Electronics,2022-09-28,Sarah1026
Fits perfectly and looks great!.,2,Negative,Clothing,2016-02-14,Samantha9145
"The book is okay, but not my favorite genre.",5,Positive,Books,2015-11-07,Michele2369
"The plot was boring, and the writing was subpar.",5,Positive,Books,2021-03-15,Jeremy4780
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2015-09-12,Rebecca9511
Terrible fit and poor quality fabric.,1,Negative,Clothing,2016-02-21,Julia5040
An amazing read with a gripping story.,4,Positive,Books,2015-11-30,Stephanie1642
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2018-10-22,Daniel5606
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2015-03-15,Dean3400
It stopped working after a week.,4,Positive,Electronics,2023-03-16,Brandi3212
"The book is okay, but not my favorite genre.",4,Positive,Books,2018-09-19,Lisa2909
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2018-04-14,Rhonda2084
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2016-02-07,Melissa8156
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-05-05,April5150
This product works perfectly.,3,Neutral,Electronics,2022-05-06,Shelley9715
The device is fine but nothing exceptional.,2,Negative,Electronics,2022-05-15,Ann5119
Fits perfectly and looks great!.,3,Neutral,Clothing,2016-02-26,Brian7156
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",2,Negative,Books,2022-05-05,Valerie6380
"The book is okay, but not my favorite genre.",4,Positive,Books,2021-04-12,Sandra2775
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2016-07-10,Michael3414
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2022-08-12,Matthew9550
It stopped working after a week.,5,Positive,Electronics,2017-11-01,Dale6181
It stopped working after a week.,4,Positive,Electronics,2023-06-16,Whitney3707
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2016-11-29,Eric7526
It stopped working after a week.,5,Positive,Electronics,2018-04-08,Linda5125
The material is average but wearable.,2,Negative,Clothing,2015-08-26,Taylor9449
This product works perfectly. Highly recommended!,1,Negative,Electronics,2023-11-18,Kurt2655
"The book is okay, but not my favorite genre.",1,Negative,Books,2017-08-13,Courtney1768
The device is fine but nothing exceptional.,2,Negative,Electronics,2022-06-18,Eric3721
"The book is okay, but not my favorite genre.",5,Positive,Books,2019-04-25,George6787
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2021-06-07,William7543
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2019-12-20,William8753
This product works perfectly. Highly recommended!,4,Positive,Electronics,2022-12-05,Joshua6754
This product works perfectly.,5,Positive,Electronics,2022-08-14,Ryan8449
Fits perfectly and looks great!.,1,Negative,Clothing,2016-11-09,Christina4935
"The plot was boring, and the writing was subpar.",4,Positive,Books,2022-10-28,Richard2722
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2022-02-11,Derrick7832
This product works perfectly.,4,Positive,Electronics,2023-10-12,Tammy2259
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2018-10-06,Diana9915
The material is average but wearable.,2,Negative,Clothing,2017-01-22,Raymond9092
It stopped working after a week.,3,Neutral,Electronics,2020-11-09,Leah8819
Fits perfectly and looks great!.,1,Negative,Clothing,2022-08-27,David8784
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2016-11-03,Shannon1998
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2023-05-26,Julie3804
Fits perfectly and looks great!.,3,Neutral,Clothing,2016-09-13,Robert1785
The device is fine but nothing exceptional.,3,Neutral,Electronics,2023-11-25,Michael9389
Fits perfectly and looks great!,2,Negative,Clothing,2020-09-16,David2267
The material is average but wearable.,1,Negative,Clothing,2020-07-26,Denise1205
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2018-01-01,Charles8609
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2016-08-29,Stephen2318
Fits perfectly and looks great!,5,Positive,Clothing,2017-07-25,Timothy5908
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2018-12-20,Anthony2575
This product works perfectly.,3,Neutral,Electronics,2016-11-07,Brian8043
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-10-04,Angela2121
"The book is okay, but not my favorite genre.",2,Negative,Books,2022-08-21,Tiffany5021
It stopped working after a week.,2,Negative,Electronics,2016-10-06,Philip1042
The device is fine but nothing exceptional.,1,Negative,Electronics,2018-05-16,Ronald8525
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2015-06-14,Raymond6607
"The plot was boring, and the writing was subpar.",2,Negative,Books,2019-02-08,Janice8625
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2021-03-16,Michelle7370
"The plot was boring, and the writing was subpar.",2,Negative,Books,2016-05-02,Terri8550
The material is average but wearable.,5,Positive,Clothing,2017-05-31,Carol1497
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2015-09-26,Matthew3854
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2016-09-09,Roberto6638
The material is average but wearable.,3,Neutral,Clothing,2015-02-08,Jill9713
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2022-09-25,Thomas7047
"The book is okay, but not my favorite genre.",2,Negative,Books,2017-04-06,Kenneth2303
"The book is okay, but not my favorite genre.",1,Negative,Books,2015-08-25,Lisa5946
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2020-09-25,Helen6407
Fits perfectly and looks great!,4,Positive,Clothing,2022-01-27,Timothy5555
The material is average but wearable.,4,Positive,Clothing,2019-08-17,Christopher1837
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2021-09-02,Christina4849
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2017-04-07,David2349
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2019-11-23,Vanessa5706
The material is average but wearable.,1,Negative,Clothing,2021-01-12,Zachary4849
Terrible fit and poor quality fabric.,5,Positive,Clothing,2021-11-04,Matthew6150
The material is average but wearable.,2,Negative,Clothing,2022-12-11,Thomas3985
"The book is okay, but not my favorite genre.",3,Neutral,Books,2019-08-09,Valerie8244
The device is fine but nothing exceptional.,3,Neutral,Electronics,2017-08-29,Jessica4840
Terrible fit and poor quality fabric.,5,Positive,Clothing,2017-03-31,Zoe7968
The material is average but wearable.,1,Negative,Clothing,2016-03-09,Kara9085
The material is average but wearable.,1,Negative,Clothing,2015-04-25,Dawn7496
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2019-08-28,Nicole9383
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2015-05-08,Kevin9199
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2019-05-27,Carl7190
"The book is okay, but not my favorite genre.",4,Positive,Books,2020-03-27,Aaron5092
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2018-01-12,Angela9474
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2016-02-25,Anthony8500
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2023-01-18,Amanda6432
Terrible fit and poor quality fabric.,2,Negative,Clothing,2018-03-29,Aimee3514
"The book is okay, but not my favorite genre.",2,Negative,Books,2021-04-05,Marcia2920
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2015-06-09,Gregory5709
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2015-05-30,Richard5583
The material is average but wearable.,5,Positive,Clothing,2017-12-16,Chloe1402
